full_text,sentimen,cleaned_text,cleanedNormalized_text,tokenisasiSastrawi,tokens_no_stopwords,tokens_stemmed,final_preprocessed_text
Ibu saya sudah pernah mengalami kekerasan dalam rumah tangga namun tidak mau melapor atau meninggalkan pelaku Meskipun kami sebagai anak tetangga dan RT sudah berusaha membantu ibu tetap memaafkan suaminya yang gila karena merasa cinta Keluarga besar sudah capek memberikan nasihat,negatif,ibu saya sudah pernah mengalami kekerasan dalam rumah tangga namun tidak mau melapor atau meninggalkan pelaku meskipun kami sebagai anak tetangga dan rt sudah berusaha membantu ibu tetap memaafkan suaminya yang gila karena merasa cinta keluarga besar sudah capek memberikan nasihat,ibu saya sudah pernah mengalami kekerasan dalam rumah tangga namun tidak mau melapor atau meninggalkan pelaku meskipun kami sebagai anak tetangga dan rumah tangga sudah berusaha membantu ibu tetap memaafkan suaminya yang gila karena merasa cinta keluarga besar sudah capek memberikan nasihat,"['ibu', 'saya', 'sudah', 'pernah', 'mengalami', 'kekerasan', 'dalam', 'rumah', 'tangga', 'namun', 'tidak', 'mau', 'melapor', 'atau', 'meninggalkan', 'pelaku', 'meskipun', 'kami', 'sebagai', 'anak', 'tetangga', 'dan', 'rumah', 'tangga', 'sudah', 'berusaha', 'membantu', 'ibu', 'tetap', 'memaafkan', 'suaminya', 'yang', 'gila', 'karena', 'merasa', 'cinta', 'keluarga', 'besar', 'sudah', 'capek', 'memberikan', 'nasihat']","['ibu', 'pernah', 'mengalami', 'kekerasan', 'rumah', 'tangga', 'tidak', 'mau', 'melapor', 'meninggalkan', 'pelaku', 'meskipun', 'anak', 'tetangga', 'rumah', 'tangga', 'berusaha', 'membantu', 'ibu', 'tetap', 'memaafkan', 'suaminya', 'gila', 'merasa', 'cinta', 'keluarga', 'besar', 'capek', 'memberikan', 'nasihat']","['ibu', 'pernah', 'alami', 'keras', 'rumah', 'tangga', 'tidak', 'lapor', 'tinggal', 'laku', 'meski', 'anak', 'tetangga', 'rumah', 'tangga', 'usaha', 'bantu', 'ibu', 'tetap', 'maaf', 'suami', 'gila', 'rasa', 'cinta', 'keluarga', 'besar', 'capek', 'beri', 'nasihat']",ibu pernah alami keras rumah tangga tidak lapor tinggal laku meski anak tetangga rumah tangga usaha bantu ibu tetap maaf suami gila rasa cinta keluarga besar capek beri nasihat
 Bapak gw pelaku KDRT sepanjang hidup gw terakhir kemaren akhirnya dia diusir dr rumahnya sendiri sama Pak RT dan aparat setempat sehabis KDRT sama kakak dan adik-adik gua lalu menghancurkan rumah,negatif,bapak gw pelaku kdrt sepanjang hidup gw terakhir kemaren akhirnya dia diusir dr rumahnya sendiri sama pak rt dan aparat setempat sehabis kdrt sama kakak dan adik adik gua lalu menghancurkan rumah,bapak saya pelaku kdrt sepanjang hidup saya terakhir kemarin akhirnya dia diusir dari rumahnya sendiri sama pak rumah tangga dan aparat setempat sehabis kdrt sama kakak dan adik adik saya lalu menghancurkan rumah,"['bapak', 'saya', 'pelaku', 'kdrt', 'sepanjang', 'hidup', 'saya', 'terakhir', 'kemarin', 'akhirnya', 'dia', 'diusir', 'dari', 'rumahnya', 'sendiri', 'sama', 'pak', 'rumah', 'tangga', 'dan', 'aparat', 'setempat', 'sehabis', 'kdrt', 'sama', 'kakak', 'dan', 'adik', 'adik', 'saya', 'lalu', 'menghancurkan', 'rumah']","['bapak', 'pelaku', 'kdrt', 'sepanjang', 'hidup', 'terakhir', 'kemarin', 'akhirnya', 'diusir', 'rumahnya', 'sendiri', 'sama', 'pak', 'rumah', 'tangga', 'aparat', 'setempat', 'sehabis', 'kdrt', 'sama', 'kakak', 'adik', 'adik', 'lalu', 'menghancurkan', 'rumah']","['bapak', 'laku', 'kdrt', 'panjang', 'hidup', 'akhir', 'kemarin', 'akhir', 'usir', 'rumah', 'sendiri', 'sama', 'pak', 'rumah', 'tangga', 'aparat', 'tempat', 'habis', 'kdrt', 'sama', 'kakak', 'adik', 'adik', 'lalu', 'hancur', 'rumah']",bapak laku kdrt panjang hidup akhir kemarin akhir usir rumah sendiri sama pak rumah tangga aparat tempat habis kdrt sama kakak adik adik lalu hancur rumah
@Kangjaill Ketika orang menjadi malas lapor ke polisi misal korban kdrt malah jadi tersangka...maka fenomena pembunuhan akan tumbuh subur...itu sangat mengkhawatirkan,negatif,ketika orang menjadi malas lapor ke polisi misal korban kdrt malah jadi tersangkamaka fenomena pembunuhan akan tumbuh suburitu sangat mengkhawatirkan,ketika orang menjadi malas lapor ke polisi misal korban kdrt jadi tersangkamaka fenomena pembunuhan akan tumbuh suburitu sangat mengkhawatirkan,"['ketika', 'orang', 'menjadi', 'malas', 'lapor', 'ke', 'polisi', 'misal', 'korban', 'kdrt', 'jadi', 'tersangkamaka', 'fenomena', 'pembunuhan', 'akan', 'tumbuh', 'suburitu', 'sangat', 'mengkhawatirkan']","['orang', 'menjadi', 'malas', 'lapor', 'polisi', 'misal', 'korban', 'kdrt', 'jadi', 'tersangkamaka', 'fenomena', 'pembunuhan', 'tumbuh', 'suburitu', 'sangat', 'mengkhawatirkan']","['orang', 'malas', 'lapor', 'polisi', 'misal', 'korban', 'kdrt', 'tersangkamaka', 'fenomena', 'bunuh', 'tumbuh', 'suburitu', 'sangat', 'khawatir']",orang malas lapor polisi misal korban kdrt tersangkamaka fenomena bunuh tumbuh suburitu sangat khawatir
@detikcom Laki laki kok lapor kdrt walah walah,negatif,laki laki kok lapor kdrt walah walah,laki laki kok lapor kdrt walah walah,"['laki', 'laki', 'kok', 'lapor', 'kdrt', 'walah', 'walah']","['laki', 'laki', 'kok', 'lapor', 'kdrt', 'walah', 'walah']","['laki', 'laki', 'lapor', 'kdrt', 'walah', 'walah']",laki laki lapor kdrt walah walah
kalian harus hati hati banget kalo lapor kdrt kudu persiapan narasi juga dan didampingi penasihat hukumnya..,positif,kalian harus hati hati banget kalo lapor kdrt kudu persiapan narasi juga dan didampingi penasihat hukumnya,kalian harus hati hati banget kalau lapor kdrt harus persiapan narasi juga dan didampingi penasihat hukumnya,"['kalian', 'harus', 'hati', 'hati', 'banget', 'kalau', 'lapor', 'kdrt', 'harus', 'persiapan', 'narasi', 'juga', 'dan', 'didampingi', 'penasihat', 'hukumnya']","['kalian', 'hati', 'hati', 'banget', 'kalau', 'lapor', 'kdrt', 'persiapan', 'narasi', 'didampingi', 'penasihat', 'hukumnya']","['kalian', 'hati', 'hati', 'banget', 'lapor', 'kdrt', 'siap', 'narasi', 'damping', 'nasihat', 'hukum']",kalian hati hati banget lapor kdrt siap narasi damping nasihat hukum
 Dih gatau malu. Udah KDRT malah lapor balik istrinya. Semoga hasil visum kekerasan yg dialami istri keduanya bisa menjadi barang bukti yg akan menjebloskan dia ke penjara. Aamiin....,negatif,dih gatau malu udah kdrt malah lapor balik istrinya semoga hasil visum kekerasan yg dialami istri keduanya bisa menjadi barang bukti yg akan menjebloskan dia ke penjara aamiin,dih tidak tahu malu sudah kdrt lapor balik istrinya semoga hasil visum kekerasan yang dialami istri keduanya bisa menjadi barang bukti yang akan menjebloskan dia ke penjara aamiin,"['dih', 'tidak', 'tahu', 'malu', 'sudah', 'kdrt', 'lapor', 'balik', 'istrinya', 'semoga', 'hasil', 'visum', 'kekerasan', 'yang', 'dialami', 'istri', 'keduanya', 'bisa', 'menjadi', 'barang', 'bukti', 'yang', 'akan', 'menjebloskan', 'dia', 'ke', 'penjara', 'aamiin']","['dih', 'tidak', 'tahu', 'malu', 'kdrt', 'lapor', 'balik', 'istrinya', 'semoga', 'hasil', 'visum', 'kekerasan', 'dialami', 'istri', 'keduanya', 'menjadi', 'barang', 'bukti', 'menjebloskan', 'penjara', 'aamiin']","['dih', 'tidak', 'tahu', 'malu', 'kdrt', 'lapor', 'balik', 'istri', 'semoga', 'hasil', 'visum', 'keras', 'alami', 'istri', 'dua', 'barang', 'bukti', 'jeblos', 'penjara', 'aamiin']",dih tidak tahu malu kdrt lapor balik istri semoga hasil visum keras alami istri dua barang bukti jeblos penjara aamiin
Akurat ini aku pernah mendampingi teman yang berani melapor ke polsek malah teman saya dihadapkan oleh dua orang polisi laki-laki yang memberi ceramah dan memberikan pernyataan Saya lihat dari mbaknya juga nada bicaranya tidak enak bagaimana suami tidak emosi bagaimana SOP kasus kekerasan dalam rumah tangga di instansinya komandan @ListyoSigitP,negatif,akurat ini aku pernah mendampingi teman yang berani melapor ke polsek malah teman saya dihadapkan oleh dua orang polisi laki laki yang memberi ceramah dan memberikan pernyataan saya lihat dari mbaknya juga nada bicaranya tidak enak bagaimana suami tidak emosi bagaimana sop kasus kekerasan dalam rumah tangga di instansinya komandan,akurat ini saya pernah mendampingi teman yang berani melapor ke polsek teman saya dihadapkan oleh dua orang polisi laki laki yang memberi ceramah dan memberikan pernyataan saya lihat dari mbaknya juga nada bicaranya tidak enak bagaimana suami tidak emosi bagaimana sop kasus kekerasan dalam rumah tangga di instansinya komandan,"['akurat', 'ini', 'saya', 'pernah', 'mendampingi', 'teman', 'yang', 'berani', 'melapor', 'ke', 'polsek', 'teman', 'saya', 'dihadapkan', 'oleh', 'dua', 'orang', 'polisi', 'laki', 'laki', 'yang', 'memberi', 'ceramah', 'dan', 'memberikan', 'pernyataan', 'saya', 'lihat', 'dari', 'mbaknya', 'juga', 'nada', 'bicaranya', 'tidak', 'enak', 'bagaimana', 'suami', 'tidak', 'emosi', 'bagaimana', 'sop', 'kasus', 'kekerasan', 'dalam', 'rumah', 'tangga', 'di', 'instansinya', 'komandan']","['akurat', 'pernah', 'mendampingi', 'teman', 'berani', 'melapor', 'polsek', 'teman', 'dihadapkan', 'orang', 'polisi', 'laki', 'laki', 'memberi', 'ceramah', 'memberikan', 'pernyataan', 'lihat', 'mbaknya', 'nada', 'bicaranya', 'tidak', 'enak', 'bagaimana', 'suami', 'tidak', 'emosi', 'bagaimana', 'sop', 'kasus', 'kekerasan', 'rumah', 'tangga', 'instansinya', 'komandan']","['akurat', 'pernah', 'damping', 'teman', 'berani', 'lapor', 'polsek', 'teman', 'hadap', 'orang', 'polisi', 'laki', 'laki', 'beri', 'ceramah', 'beri', 'nyata', 'lihat', 'mbak', 'nada', 'bicara', 'tidak', 'enak', 'suami', 'tidak', 'emosi', 'sop', 'kasus', 'keras', 'rumah', 'tangga', 'instansi', 'komandan']",akurat pernah damping teman berani lapor polsek teman hadap orang polisi laki laki beri ceramah beri nyata lihat mbak nada bicara tidak enak suami tidak emosi sop kasus keras rumah tangga instansi komandan
 @tanyakanrl Cuma bisa beri saran perlakuan papa kamu ke mamamu bisa kamu video video ini bisa jadi bukti kuat kdrt. Semangat,positif,cuma bisa beri saran perlakuan papa kamu ke mamamu bisa kamu video video ini bisa jadi bukti kuat kdrt semangat,cuma bisa beri saran perlakuan papa kamu ke mamamu bisa kamu video video ini bisa jadi bukti kuat kdrt semangat,"['cuma', 'bisa', 'beri', 'saran', 'perlakuan', 'papa', 'kamu', 'ke', 'mamamu', 'bisa', 'kamu', 'video', 'video', 'ini', 'bisa', 'jadi', 'bukti', 'kuat', 'kdrt', 'semangat']","['cuma', 'beri', 'saran', 'perlakuan', 'papa', 'kamu', 'mamamu', 'kamu', 'video', 'video', 'jadi', 'bukti', 'kuat', 'kdrt', 'semangat']","['beri', 'saran', 'laku', 'papa', 'mama', 'video', 'video', 'bukti', 'kuat', 'kdrt', 'semangat']",beri saran laku papa mama video video bukti kuat kdrt semangat
ini kekerasan dalam rumah tangga namanya jika suaminya melapor ke polisi orang ini bisa ditangkap sudah ada buktinya dia mengaku sendiri suaminya bodoh tidak mau melapor ke polisi,negatif,ini kekerasan dalam rumah tangga namanya jika suaminya melapor ke polisi orang ini bisa ditangkap sudah ada buktinya dia mengaku sendiri suaminya bodoh tidak mau melapor ke polisi,ini kekerasan dalam rumah tangga namanya jika suaminya melapor ke polisi orang ini bisa ditangkap sudah ada buktinya dia mengaku sendiri suaminya bodoh tidak mau melapor ke polisi,"['ini', 'kekerasan', 'dalam', 'rumah', 'tangga', 'namanya', 'jika', 'suaminya', 'melapor', 'ke', 'polisi', 'orang', 'ini', 'bisa', 'ditangkap', 'sudah', 'ada', 'buktinya', 'dia', 'mengaku', 'sendiri', 'suaminya', 'bodoh', 'tidak', 'mau', 'melapor', 'ke', 'polisi']","['kekerasan', 'rumah', 'tangga', 'namanya', 'suaminya', 'melapor', 'polisi', 'orang', 'ditangkap', 'buktinya', 'mengaku', 'sendiri', 'suaminya', 'bodoh', 'tidak', 'mau', 'melapor', 'polisi']","['keras', 'rumah', 'tangga', 'nama', 'suami', 'lapor', 'polisi', 'orang', 'tangkap', 'bukti', 'saya', 'sendiri', 'suami', 'bodoh', 'tidak', 'lapor', 'polisi']",keras rumah tangga nama suami lapor polisi orang tangkap bukti saya sendiri suami bodoh tidak lapor polisi
tidak apa malah lebih baik laki laki yang menggugat saya begitu agar saya tidak repot dan tidak mengeluarkan uang biarkan saja laki laki itu yang repot dan mengeluarkan uang,negatif,tidak apa malah lebih baik laki laki yang menggugat saya begitu agar saya tidak repot dan tidak mengeluarkan uang biarkan saja laki laki itu yang repot dan mengeluarkan uang,tidak apa lebih baik laki laki yang menggugat saya begitu agar saya tidak repot dan tidak mengeluarkan uang biarkan saja laki laki itu yang repot dan mengeluarkan uang,"['tidak', 'apa', 'lebih', 'baik', 'laki', 'laki', 'yang', 'menggugat', 'saya', 'begitu', 'agar', 'saya', 'tidak', 'repot', 'dan', 'tidak', 'mengeluarkan', 'uang', 'biarkan', 'saja', 'laki', 'laki', 'itu', 'yang', 'repot', 'dan', 'mengeluarkan', 'uang']","['tidak', 'apa', 'lebih', 'baik', 'laki', 'laki', 'menggugat', 'tidak', 'repot', 'tidak', 'mengeluarkan', 'uang', 'biarkan', 'laki', 'laki', 'repot', 'mengeluarkan', 'uang']","['tidak', 'lebih', 'baik', 'laki', 'laki', 'gugat', 'tidak', 'repot', 'tidak', 'keluar', 'uang', 'biar', 'laki', 'laki', 'repot', 'keluar', 'uang']",tidak lebih baik laki laki gugat tidak repot tidak keluar uang biar laki laki repot keluar uang
sakitnya ketika kekerasan dalam rumah tangga dimulai tidak ada tetangga yang peduli tidak berani melerai karena sudah membawa pisau setelah bercerai semua merasa bahagia tidak peduli dengan bapaknya,negatif,sakitnya ketika kekerasan dalam rumah tangga dimulai tidak ada tetangga yang peduli tidak berani melerai karena sudah membawa pisau setelah bercerai semua merasa bahagia tidak peduli dengan bapaknya,sakitnya ketika kekerasan dalam rumah tangga dimulai tidak ada tetangga yang peduli tidak berani melerai karena sudah membawa pisau setelah bercerai semua merasa bahagia tidak peduli dengan bapaknya,"['sakitnya', 'ketika', 'kekerasan', 'dalam', 'rumah', 'tangga', 'dimulai', 'tidak', 'ada', 'tetangga', 'yang', 'peduli', 'tidak', 'berani', 'melerai', 'karena', 'sudah', 'membawa', 'pisau', 'setelah', 'bercerai', 'semua', 'merasa', 'bahagia', 'tidak', 'peduli', 'dengan', 'bapaknya']","['sakitnya', 'kekerasan', 'rumah', 'tangga', 'dimulai', 'tidak', 'tetangga', 'peduli', 'tidak', 'berani', 'melerai', 'membawa', 'pisau', 'bercerai', 'semua', 'merasa', 'bahagia', 'tidak', 'peduli', 'bapaknya']","['sakit', 'keras', 'rumah', 'tangga', 'mulai', 'tidak', 'tetangga', 'peduli', 'tidak', 'berani', 'lerai', 'bawa', 'pisau', 'cerai', 'semua', 'rasa', 'bahagia', 'tidak', 'peduli', 'bapak']",sakit keras rumah tangga mulai tidak tetangga peduli tidak berani lerai bawa pisau cerai semua rasa bahagia tidak peduli bapak
orang-orang bertanya kenapa bisa sampai punya tiga anak masih bertahan dan baru berbicara sekarang kalian tidak akan tahu bagaimana menjadi korban kekerasan dalam rumah tangga itu tidak sesederhana disiksa secara fisik lalu melapor dan korban bisa bebas tapi secara mental dan psikologis juga disiksa,negatif,orang orang bertanya kenapa bisa sampai punya tiga anak masih bertahan dan baru berbicara sekarang kalian tidak akan tahu bagaimana menjadi korban kekerasan dalam rumah tangga itu tidak sesederhana disiksa secara fisik lalu melapor dan korban bisa bebas tapi secara mental dan psikologis juga disiksa,orang orang bertanya mengapa bisa sampai punya tiga anak masih bertahan dan baru berbicara sekarang kalian tidak akan tahu bagaimana menjadi korban kekerasan dalam rumah tangga itu tidak sesederhana disiksa secara fisik lalu melapor dan korban bisa bebas tetapi secara mental dan psikologis juga disiksa,"['orang', 'orang', 'bertanya', 'mengapa', 'bisa', 'sampai', 'punya', 'tiga', 'anak', 'masih', 'bertahan', 'dan', 'baru', 'berbicara', 'sekarang', 'kalian', 'tidak', 'akan', 'tahu', 'bagaimana', 'menjadi', 'korban', 'kekerasan', 'dalam', 'rumah', 'tangga', 'itu', 'tidak', 'sesederhana', 'disiksa', 'secara', 'fisik', 'lalu', 'melapor', 'dan', 'korban', 'bisa', 'bebas', 'tetapi', 'secara', 'mental', 'dan', 'psikologis', 'juga', 'disiksa']","['orang', 'orang', 'bertanya', 'punya', 'tiga', 'anak', 'bertahan', 'baru', 'berbicara', 'sekarang', 'kalian', 'tidak', 'tahu', 'bagaimana', 'menjadi', 'korban', 'kekerasan', 'rumah', 'tangga', 'tidak', 'sesederhana', 'disiksa', 'fisik', 'lalu', 'melapor', 'korban', 'bebas', 'mental', 'psikologis', 'disiksa']","['orang', 'orang', 'tanya', 'punya', 'tiga', 'anak', 'tahan', 'baru', 'bicara', 'sekarang', 'kalian', 'tidak', 'tahu', 'korban', 'keras', 'rumah', 'tangga', 'tidak', 'sederhana', 'siksa', 'fisik', 'lalu', 'lapor', 'korban', 'bebas', 'mental', 'psikologis', 'siksa']",orang orang tanya punya tiga anak tahan baru bicara sekarang kalian tidak tahu korban keras rumah tangga tidak sederhana siksa fisik lalu lapor korban bebas mental psikologis siksa
 lapor polisi jika tidak berani menghadapi sendiri tetap semangat mbak ayu sugeng kejiwaan anak anak lebih berharga,positif,lapor polisi jika tidak berani menghadapi sendiri tetap semangat mbak ayu sugeng kejiwaan anak anak lebih berharga,lapor polisi jika tidak berani menghadapi sendiri tetap semangat mbak ayu sugeng kejiwaan anak anak lebih berharga,"['lapor', 'polisi', 'jika', 'tidak', 'berani', 'menghadapi', 'sendiri', 'tetap', 'semangat', 'mbak', 'ayu', 'sugeng', 'kejiwaan', 'anak', 'anak', 'lebih', 'berharga']","['lapor', 'polisi', 'tidak', 'berani', 'menghadapi', 'sendiri', 'tetap', 'semangat', 'mbak', 'ayu', 'sugeng', 'kejiwaan', 'anak', 'anak', 'lebih', 'berharga']","['lapor', 'polisi', 'tidak', 'berani', 'hadap', 'sendiri', 'tetap', 'semangat', 'mbak', 'ayu', 'sugeng', 'jiwa', 'anak', 'anak', 'lebih', 'harga']",lapor polisi tidak berani hadap sendiri tetap semangat mbak ayu sugeng jiwa anak anak lebih harga
 @ayusugeng memang benar tidak berguna melapor ke sini saya melapor kekerasan dalam rumah tangga malah dilempar sana sini dengan alasan domisili menunggu korban meninggal lalu viral baru bergerak,negatif,memang benar tidak berguna melapor ke sini saya melapor kekerasan dalam rumah tangga malah dilempar sana sini dengan alasan domisili menunggu korban meninggal lalu viral baru bergerak,memang benar tidak berguna melapor ke sini saya melapor kekerasan dalam rumah tangga dilempar sana sini dengan alasan domisili menunggu korban meninggal lalu viral baru bergerak,"['memang', 'benar', 'tidak', 'berguna', 'melapor', 'ke', 'sini', 'saya', 'melapor', 'kekerasan', 'dalam', 'rumah', 'tangga', 'dilempar', 'sana', 'sini', 'dengan', 'alasan', 'domisili', 'menunggu', 'korban', 'meninggal', 'lalu', 'viral', 'baru', 'bergerak']","['memang', 'benar', 'tidak', 'berguna', 'melapor', 'sini', 'melapor', 'kekerasan', 'rumah', 'tangga', 'dilempar', 'sana', 'sini', 'alasan', 'domisili', 'menunggu', 'korban', 'meninggal', 'lalu', 'viral', 'baru', 'bergerak']","['memang', 'benar', 'tidak', 'guna', 'lapor', 'sini', 'lapor', 'keras', 'rumah', 'tangga', 'lempar', 'sana', 'sini', 'alas', 'domisili', 'tunggu', 'korban', 'tinggal', 'lalu', 'viral', 'baru', 'gerak']",memang benar tidak guna lapor sini lapor keras rumah tangga lempar sana sini alas domisili tunggu korban tinggal lalu viral baru gerak
Ayolah saudari-saudariku apapun kesalahanmu tak pantas laki2 kasar ke kalian.. Tinggalkan yg tidak bisa menghargaimu..,positif,ayolah saudari saudariku apapun kesalahanmu tak pantas laki kasar ke kalian tinggalkan yg tidak bisa menghargaimu,ayolah saudari saudariku apapun kesalahanmu tak pantas laki kasar ke kalian tinggalkan yang tidak bisa menghargaimu,"['ayolah', 'saudari', 'saudariku', 'apapun', 'kesalahanmu', 'tak', 'pantas', 'laki', 'kasar', 'ke', 'kalian', 'tinggalkan', 'yang', 'tidak', 'bisa', 'menghargaimu']","['ayolah', 'saudari', 'saudariku', 'apapun', 'kesalahanmu', 'tak', 'pantas', 'laki', 'kasar', 'kalian', 'tinggalkan', 'tidak', 'menghargaimu']","['ayo', 'saudari', 'saudari', 'salah', 'tak', 'pantas', 'laki', 'kasar', 'kalian', 'tinggal', 'tidak', 'harga']",ayo saudari saudari salah tak pantas laki kasar kalian tinggal tidak harga
 @Just_dhee1203 Ini kalau betul tindak kriminal kdrt sudah ada hukumnya segera lapor babinkamtibmas terdekat polisi yg bertugas didesa jangan biarkan tindak kriminal terjadi,positif,ini kalau betul tindak kriminal kdrt sudah ada hukumnya segera lapor babinkamtibmas terdekat polisi yg bertugas didesa jangan biarkan tindak kriminal terjadi,ini kalau betul tindak kriminal kdrt sudah ada hukumnya segera lapor babinkamtibmas terdekat polisi yang bertugas didesa jangan biarkan tindak kriminal terjadi,"['ini', 'kalau', 'betul', 'tindak', 'kriminal', 'kdrt', 'sudah', 'ada', 'hukumnya', 'segera', 'lapor', 'babinkamtibmas', 'terdekat', 'polisi', 'yang', 'bertugas', 'didesa', 'jangan', 'biarkan', 'tindak', 'kriminal', 'terjadi']","['kalau', 'betul', 'tindak', 'kriminal', 'kdrt', 'hukumnya', 'segera', 'lapor', 'babinkamtibmas', 'terdekat', 'polisi', 'bertugas', 'didesa', 'jangan', 'biarkan', 'tindak', 'kriminal', 'terjadi']","['betul', 'tindak', 'kriminal', 'kdrt', 'hukum', 'segera', 'lapor', 'babinkamtibmas', 'dekat', 'polisi', 'tugas', 'desa', 'jangan', 'biar', 'tindak', 'kriminal']",betul tindak kriminal kdrt hukum segera lapor babinkamtibmas dekat polisi tugas desa jangan biar tindak kriminal
